license_type,license_prefix,license_number,name,address,city,township,sanitarian,area,phone
SFE,4781,029246,AMERICAN HOUSE - CARPENTER,"3470 CARPENTER ROAD",YPSILANTI,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-677-0071
SFE,4781,029251,BROOKHAVEN MANOR,"401 W. OAKBROOK DRIVE",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-747-6786
SFE,4781,029261,EMU EAGLE CREST GRILLE,"1201 S. HURON",YPSILANTI,,Yet,"EMU Schools",734-487-2441
SFE,4781,029275,COTTAGE INN PIZZA,"520 S. MAIN ST",CHELSEA,,Sherwin,"Cottage Inn chain",734-475-8833
SFE,4781,029276,VICTORIOUS LIFE CHURCH OF GOD,"860 E CLARK RD.",YPSILANTI,YPSILANTI,Hauck,"09 PB Area Milan & Ecorse/Ford",734-482-4293
SFE,4781,029297,ST. MATTHEWS UNITED METHODIST CHURCH,"1344 BORGSTROM",YPSILANTI,YPSILANTI,Hauck,"09 PB Area Milan & Ecorse/Ford","(734) 483-5876"
SFE,4781,029299,PLEASANT RIDGE ELEMENTARY,"229 PLEASANT RIDGE",SALINE,,Yet,"Saline Community Schools","734-401-4350"
SFE,4781,029304,FRENCH QUARTER,"1494 ECORSE ROAD",YPSILANTI,YPSILANTI,Pearson,"09 PB Area Milan & Ecorse/Ford",313-400-1804
SFE,4781,029311,LIBERTY ATHLETIC CLUB OUTDOOR,"2975 W. LIBERTY",ANN ARBOR,SCIO,Hansell,"16 CW Area Jackson, Zeeb, Lohr",734-665-3738
SFE,4781,029318,PATHWAYS TO SUCCESS,"2800 STONE SCHOOL ROAD",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,029322,WHITMORE LAKE ELEMENTARY SCHOOL,"1077 BARKER RD",WHITMORE LAKE,NORTHFIELD,Yet,"Whitmore Lake Schools","(734) 449-4464"
SFE,4781,029323,OUR SAVIOR LUTHERAN CHURCH,"1515 S. MAIN STREET",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-1404
SFE,4781,029329,ZINGERMAN'S - NEXT DOOR,"418 DETROIT ST",ANN ARBOR,,Matranga,"Zingerman's chain",734-663-3354
SFE,4781,029330,WESTMINISTER PRESBYTERIAN CHUR,"1500 SCIO CHURCH ROAD",ANN ARBOR,,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-761-9320
SFE,4781,029331,CLASSIC PIZZA,"8015 HURON ST",DEXTER,,Matranga,"02 VD Area Dexter",734-426-1900
SFE,4781,029347,DIMO'S RESTAURANT,"2030 W. STADIUM BLVD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-662-7944
SFE,4781,029348,MESSIAS TEMPLE CHURCH,"200 HARRIET STREET",YPSILANTI,,Pearson,"06 CW Area Plymth Rd, Ypsi",734-483-8092
SFE,4781,029349,HUDSON MILLS GOLF,"4800 DEXTER-PINCKNEY ROAD",DEXTER,DEXTER,Matranga,"02 VD Area Dexter",734-426-8211
SFE,4781,029351,FIRST UNITED METHODIST CHURCH,"1200 N. ANN ARBOR STREET",SALINE,,Yet,"07 CH Area Saline","(734) 429-4730"
SFE,4781,029352,COBBLESTONE FARM,"2781 PACKARD",ANN ARBOR,,Hansell,"City of Ann Arbor",734-794-6230
SFE,4781,029426,AMER'S,"314 S. STATE STREET",ANN ARBOR,,Sherwin,"Amer's chain",734-761-6000
SFE,4781,029427,BARTON HILLS COUNTRY CLUB,"730 COUNTRY CLUB DRIVE",ANN ARBOR,ANN ARBOR,Deedler,"Barton Hills CC Chain",734-663-8511
SFE,4781,029429,EVERGREEN ORIENTAL INC.,"2771 PLYMOUTH ROAD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-769-2748
SFE,4781,029437,TACO BELL # 5228,"5650 JACKSON AVENUE",ANN ARBOR,,Deedler,"Taco Bell chain",734-663-2100
SFE,4781,029439,LIBERTY ATHLETIC CLUB INDOOR SNACK BAR,"2975 W. LIBERTY",ANN ARBOR,SCIO,Hansell,"16 CW Area Jackson, Zeeb, Lohr",734-665-3738
SFE,4781,029447,BARRY BAGELS (BAGEL PLACE),"2515 JACKSON AVENUE",ANN ARBOR,,Hauck,"11 RS Area Stadium & Jackson",419-885-1000
SFE,4781,029454,SWEETWATERS CAFE,"123 W. WASHINGTON",ANN ARBOR,,Matranga,"Sweetwater's chain",734-769-2331
SFE,4781,029470,AYSE'S CAFE,"1703 PLYMOUTH ROAD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-662-1711
SFE,4781,029477,JEWISH COMMUNITY CENTER,"2935 BIRCH HOLLOW DRIVE",ANN ARBOR,,Deedler,"17 CY Area Washtnaw & Carpnter",734-971-0990
SFE,4781,029483,MARK'S MIDTOWN CONEY ISLAND,"3586 PLYMOUTH ROAD",ANN ARBOR,,Deedler,"Mark's Midtown Chain",734-998-0067
SFE,4781,029503,BARTON HILLS POOL SNACK,"600 COUNTRY CLUB DRIVE",ANN ARBOR,ANN ARBOR,Deedler,"Barton Hills CC Chain",734-663-8511
SFE,4781,029508,WEBER'S INN HABITAT/CABANA,"3050 JACKSON ROAD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-769-2500
SFE,4781,029509,WEBER'S BAKERY, BANQUET, STOREROOM,"3050 JACKSON ROAD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-769-2500
SFE,4781,029514,ARBY'S ROAST BEEF #6325,"1189 DEXTER STREET",MILAN,,Kamenec,"Arby's chain",734-439-2555
SFE,4781,029516,OUTBACK STEAKHOUSE,"3173 OAK VALLEY DRIVE",ANN ARBOR,,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-662-7400
SFE,4781,029528,MICHIGAN FRIENDS CENTER,"7748 CLARKS LAKE ROAD",CHELSEA,LYNDON,Hauck,"01 PB Area Chelsea",734-475-1892
SFE,4781,029532,NEW YORK PIZZA DEPOT,"605 E. WILLIAM",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South",734-669-6973
SFE,4781,029534,MR. PIZZA #3,"6054 RAWSONVILLE ROAD",VAN BUREN TWP,,Hauck,"18 CW Area Whittker & Mich Ave",734-487-5111
SFE,4781,029547,PORTAGE YACHT CLUB,"8930 DEXTER-PINCKNEY ROAD",PINCKNEY,DEXTER,Matranga,"02 VD Area Dexter",734-426-4155
SFE,4781,029549,FOREST HEALTH MEDICAL CENTER,"135 S. PROSPECT ROAD",YPSILANTI,,Kamenec,"06 CW Area Plymth Rd, Ypsi",734-547-4700
SFE,4781,029552,GRIZZLY PEAK BREWING CO.,"120 W. WASHINGTON",ANN ARBOR,,Kamenec,"Mission Management Chain",734-741-7325
SFE,4781,029553,JIMMY JOHN'S #9012,"929 E. ANN STREET",ANN ARBOR,,Matranga,"Jimmy Johns Chain",734-913-9200
SFE,4781,029558,GODAIKO JAPANESE RESTAURANT,"3105 OAK VALLEY DRIVE",ANN ARBOR,,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-930-2880
SFE,4781,029559,LINCOLN HIGH SCHOOL EAST,"7525 WILLIS ROAD",YPSILANTI,AUGUSTA,Pearson,"Lincoln Consolidated Schools",734-484-7000
SFE,4781,029560,DEXTER EARLY EDUCATION COMPLEX,"7480 DAN HOEY ROAD",DEXTER,,Sherwin,"Dexter Community Schools","(734) 424-4186"
SFE,4781,029561,MILL CREEK MIDDLE SCHOOL,"7305 DEXTER-ANN ARBOR",DEXTER,,Sherwin,"Dexter Community Schools","(734) 424-4186"
SFE,4781,029562,MILAN FREE METHODIST CHURCH,"950 ARKONA RD",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 439-2414"
SFE,4781,029566,ST. JOSEPH MERCY HOSPITAL,"5301 E. HURON RIVER DRIVE",YPSILANTI,SUPERIOR,Hansell,"St. Joseph's Hospital-AA Chain","(734) 712-2021"
SFE,4781,029572,MEDITERRANO,"2900 S. STATE STREET #7",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-332-9700
SFE,4781,029593,HUNGRY HOWIE'S/MILAN PIZZA,"6 W. MAIN ST",MILAN,,Matranga,"Hungry Howie chain",734-439-1716
SFE,4781,029597,PIERCE LAKE GOLF COURSE,"1175 S. MAIN STREET",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-5858
SFE,4781,029607,BENNY'S FAMILY DINING,"1952 S. INDUSTRIAL HWY",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-663-6302
SFE,4781,029631,BURGER KING #481,"6190 W MICHIGAN AVENUE",SALINE,,Yet,"Burger King chain",734-944-9601
SFE,4781,029639,EARTHEN JAR,"311 S. 5TH AVE",ANN ARBOR,,Kamenec,"05 VD Area UM Campus Northwest",734-327-9464
SFE,4781,029649,U OF M HILLEL FOUNDATION,"1429 HILL STREET",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-769-0500
SFE,4781,029651,ST. ANDREW CATHOLIC CHURCH,"910 AUSTIN DRIVE",SALINE,,Yet,"07 CH Area Saline",734-429-5210
SFE,4781,029653,HERITAGE ELEMENTARY SCHOOL,"290 WOODLAND DRIVE",SALINE,,Yet,"Saline Community Schools","(734) 401-4350"
SFE,4781,029654,WOODLAND MEADOWS ELEMENTARY,"350 WOODLAND DRIVE",SALINE,,Yet,"Saline Community Schools","(734) 401-4350"
SFE,4781,029655,SHEKINAH CHRISTIAN CHURCH,"4600 SCIO CHURCH",ANN ARBOR,SCIO,Matranga,"16 CW Area Jackson, Zeeb, Lohr",734-662-6040
SFE,4781,029657,SILVER MAPLES OF CHELSEA DINING SERVICES,"100 SILVER MAPLES DR",CHELSEA,,Hansell,"01 PB Area Chelsea",734-433-5232
SFE,4781,029661,FIRST UNITED METHODIST CHURCH,"128 PARK STREET",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-8119
SFE,4781,029672,CONOR O'NEILLS,"318 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-665-2968
SFE,4781,029673,ZOU ZOU'S,"101 N. MAIN ST",CHELSEA,,Hauck,"01 PB Area Chelsea",734-433-4226
SFE,4781,029674,PIZZA HOUSE,"618 CHURCH STREET",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-995-5095
SFE,4781,029680,"VILLAGE AT ST. JOSEPH HOSPITAL","5341 MCAULEY DRIVE",YPSILANTI,SUPERIOR,Hansell,"21 CY Area Kerrytown & AA Twp.",734-712-1620
SFE,4781,029681,FENDERS BAR & GRILL,"18-20 WABASH ST",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 439-3474"
SFE,4781,036846,PITTSFIELD RED ROBIN INC,"3797 CARPENTER ROAD",YPSILANTI,PITTSFIELD,Sherwin,"Red Robin Chain","(734) 794-2000"
SFE,4781,036849,DEXTER HIGH SCHOOL,"2200 N. PARKER RD",DEXTER,,Sherwin,"Dexter Community Schools","(734) 424-4186"
SFE,4781,036850,MCDONALD'S #7666,"1535 S. MAIN STREET",CHELSEA,,Hauck,"McDonalds chain","(734) 475-9620"
SST,4781,037117,AMERICAN EUROPEAN TRAILER,"P.O. BOX 497",HIGGINS LAKE,OUT OF COUNTY,Sherwin,"03 PB Area Whit Lke & Wash Ave",734-649-2458
SFE,4781,037153,THOMPSON'S PIZZA,"20700 OLD U.S. 12",CHELSEA,,Hauck,"01 PB Area Chelsea",734-475-7605
SFE,4781,037155,STONEBRIDGE GOLF CLUB,"1825 CLUB HOUSE DRIVE",ANN ARBOR,PITTSFIELD,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-429-8383
SST,4781,037453,CHELSEA KIWANIS TRAILER,"500 E. WASHINGTON",CHELSEA,,Hauck,"01 PB Area Chelsea",734-474-9012
SMF,4781,037612,WHIPS DOG DAY I,"2515 JACKSON ROAD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-260-6513
SFE,4781,037672,FOOD ART CATERED AFFAIRS,"331 METTY DR",ANN ARBOR,SCIO,Kamenec,"08 CH Area Manchest & Briarwod",
SFE,4781,037675,YPSILANTI ART THEATRE CORP (DEJAVU),"203 PEARL ST",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-557-8812
SST,4781,037748,HOTEL HICKMAN WILD WEST ADVENTURES STFU,"1575 N. STEINBACH RD",DEXTER,SUPERIOR,Sherwin,"02 VD Area Dexter",734-646-6261
SFE,4781,037759,ROLLING HILLS WATER PARK,"7660 STONY CREEK ROAD",YPSILANTI,YPSILANTI,Kamenec,"09 PB Area Milan & Ecorse/Ford","(734) 484-9676"
SFE,4781,037982Z,DOMINO'S PIZZA,"25 JACKSON INDUSTRIAL DRIVE",ANN ARBOR,,Sherwin,"Domino's chain",734-913-8888
SFE,4781,037992Z,DOMINO'S PIZZA,"2282 SOUTH MAIN STREET",ANN ARBOR,,Sherwin,"Domino's chain",734-332-1111
SFE,4781,038120,UNIVERSITY COMMONS,"817 ASA GRAY DRIVE",ANN ARBOR,,Matranga,"06 CW Area Plymth Rd, Ypsi","(734) 332-1221"
SFE,4781,038170,BRECON GRILLE,"101 W. MICHIGAN AVE",SALINE,,Yet,"07 CH Area Saline","(734) 429-4868"
SFE,4781,038293,DOMINICK'S,"812 MONROE AVE",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-662-5414
SFE,4781,038313,ROY'S BURGER & BBQ,"25 WABASH ST",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 439-1737"
SFE,4781,039150,SINBAD KONEY ISLAND,"2563 ELLSWORTH ROAD",YPSILANTI,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-528-5800
SST,4781,039187,PJ & J'S BARBEQUE,"8162 N. MORLEY DR.",WILLIS,AUGUSTA,Hauck,"18 CW Area Whittker & Mich Ave",734-218-0917
SST,4781,039287,WATERS KITCHEN (STFU),"1600 STEPHENS DR.",YPSILANTI,YPSILANTI,Hauck,"09 PB Area Milan & Ecorse/Ford",734-255-2830
SFE,4781,039878,"BARNES & NOBLE BOOKSELLERS, INC","3235 WASHTENAW",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-973-0846
SFE,4781,040100,PERRY EARLY LEARNING CENTER (LOWER),"550 PERRY ST",YPSILANTI,,Deedler,"Ypsilanti Community Schools","(734) 221-1024"
SFE,4781,040288,HARVEST ELEMENTARY SCHOOL,"1155 CAMPUS PARKWAY",SALINE,,Yet,"Saline Community Schools","(734) 401-4350"
SFE,4781,040314,HURON HIGH INDOOR CONCESSIONS,"2727 FULLER ROAD",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,040339,HURON HIGH STADIUM CONCESSIONS,"2727 FULLER ROAD",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,040340,MEADOWS AT GLACIER HILLS,"4001 GLACIER HILL DRIVE",ANN ARBOR,ANN ARBOR,Deedler,"21 CY Area Kerrytown & AA Twp.",734-929-6753
SFE,4781,040654,CHINA CHEF RESTAURANT,"2870 WASHTENAW",YPSILANTI,YPSILANTI,Kamenec,"03 PB Area Whit Lke & Wash Ave",734-434-8877
SFE,4781,040656,TRINITY PRESBYTERIAN CHURCH,"10101 W. ANN ARBOR RD",PLYMOUTH,SUPERIOR,Deedler,"06 CW Area Plymth Rd, Ypsi","(734) 459-9550"
SFE,4781,040660,TWISTER'S ICE CREAM & MAIN STREET BAGEL,"901 S. MAIN STREET",CHELSEA,,Hauck,"01 PB Area Chelsea",517-202-3086
SFE,4781,041248,GENESIS OF ANN ARBOR,"2309 PACKARD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-665-8883
SFE,4781,041263,LUCKY KITCHEN,"1753 PLYMOUTH ROAD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-747-9968
SFE,4781,041269,GUI LIN,"711 W. MICHIGAN AVENUE",SALINE,,Yet,"07 CH Area Saline",734-944-4448
SFE,4781,041276,SOUTH ARBOR ACADEMY,"8200 CARPENTER ROAD",YPSILANTI,YORK,Hansell,"National Heritage Academies",616-222-1700
SFE,4781,041287,PEACE NEIGHBORHOOD CENTER,"1111 N. MAPLE RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-662-3564
SFE,4781,041298,T. K. WU FINE CHINESE RESTAURANT,"510 E. LIBERTY",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-747-6662
SFE,4781,041491,ZINGERMAN'S ROADHOUSE,"2501 JACKSON ROAD",ANN ARBOR,,Matranga,"Zingerman's chain",734-663-3663
SFE,4781,041493,LINCOLN CHILDS ELEMENTARY SCHOOL,"7300 BEMIS ROAD",YPSILANTI,AUGUSTA,Pearson,"Lincoln Consolidated Schools",734-484-7000
SFE,4781,041881,OCED SENIOR NUTRITION PROGRAM,"106 PACKARD RD",ANN ARBOR,,Matranga,"OCED",734-794-6720
SFE,4781,042127,STARBUCKS COFFEE #2482,"1214 S. UNIVERSITY AVENUE",ANN ARBOR,,Matranga,"Starbuck's chain",734-994-4537
SFE,4781,042176,BRUEGGER'S BAGEL BAKERY,"709 N. UNIVERSITY",ANN ARBOR,,Deedler,"05 VD Area UM Campus Northwest",734-747-8561
SFE,4781,042177,BRUEGGER'S BAGEL BAKERY,"2260 S. MAIN STREET",ANN ARBOR,,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-213-2560
SFE,4781,042773,CHELSEA HIGH FOOTBALL CONCESSION,"500 E. WASHINGTON",CHELSEA,,Hansell,"Chelsea Community Schools",734-433-2201
SFE,4781,042775,PANERA BREAD #874,"903 W. EISENHOWER PKWY",ANN ARBOR,,Kamenec,"Panera Bread Chain",734-213-5800
SFE,4781,042776,PANERA BREAD #876,"3205 WASHTENAW",ANN ARBOR,,Kamenec,"Panera Bread Chain",734-677-0400
SFE,4781,042777,JET'S PIZZA,"3127 OAK VALLEY DRIVE",ANN ARBOR,PITTSFIELD,Pearson,"Jet's Pizza chain",734-629-7328
SFE,4781,042783,MR. SPOTS,"808 S. STATE STREET",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-747-7768
SFE,4781,042814,AHMO'S GYROS & DELI,"4001 STONE SCHOOL ROAD",ANN ARBOR,PITTSFIELD,Sherwin,"Ahmo's Chain","(734) 971-5552"
SFE,4781,043184,"FOOD GATHERERS / ROBERT J DELONIS CENTER","312 W. HURON",ANN ARBOR,,Deedler,"15 SM Area Washngtn, Librty AA",734-761-2796
SFE,4781,045010,PERRY EARLY LEARNING CENTER (UPPER),"550 PERRY ST.",YPSILANTI,,Deedler,"Ypsilanti Community Schools","734-221-1024"
SFE,4781,045012,OCED SENIOR NUTRITION PROGRAM,"701 W. ELLSWORTH ROAD",ANN ARBOR,PITTSFIELD,Matranga,"OCED",734-822-2117
SFE,4781,045015,STARBUCKS COFFEE #2342,"3597 WASHTENAW",ANN ARBOR,,Matranga,"Starbuck's chain",734-477-0478
SFE,4781,045741,THOMPSON'S BAR & GRILL,"10655 W. MICHIGAN AVE",SALINE,,Yet,"07 CH Area Saline",734-922-2327
SFE,4781,045753,A & W DRIVE IN,"8220 DEXTER-CHELSEA",DEXTER,SCIO,Matranga,"02 VD Area Dexter",734-426-4427
SFE,4781,045754,RACQUET CLUB OF ANN ARBOR,"3010 HICKORY LN",ANN ARBOR,ANN ARBOR,Matranga,"16 CW Area Jackson, Zeeb, Lohr","(734) 971-5441"
SFE,4781,045765,WHITMORE LAKE TAVERN,"9839 MAIN ST",WHITMORE LAKE,NORTHFIELD,Yet,"03 PB Area Whit Lke & Wash Ave",734-449-5011
SFE,4781,045770,INDEPENDENCE LAKE COUNTY PARK,"3200 JENNINGS ROAD",ANN ARBOR,WEBSTER,Matranga,"03 PB Area Whit Lke & Wash Ave","(734) 449-4437"
SFE,4781,045779,SADAKO JAPANESE RESTAURANT,"1321 S. UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South","(734) 913-0057"
SFE,4781,046129,FORTIS ACADEMY,"3875 GOLFSIDE",YPSILANTI,YPSILANTI,Hansell,"National Heritage Academies",616-222-1700
SFE,4781,046132,MANCHESTER JR/SR HIGH SCHOOL,"20500 DUTCH DRIVE",MANCHESTER,,Hansell,"Manchester Public Schools",734-428-9711
SFE,4781,046134,MOE'S SOUTHWEST GRILL,"857 W. EISENHOWER PARKWAY",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-998-0900
SFE,4781,046135,SALINE HIGH SCHOOL,"1300 CAMPUS PARKWAY",SALINE,,Yet,"Saline Community Schools","734-401-4350"
SFE,4781,046136,SALINE HIGH SCHOOL - THE HIVE,"1300 CAMPUS PARKWAY",SALINE,,Yet,"Saline Community Schools","734-401-4373"
SFE,4781,046141,BETH ISRAEL CONGREGATION,"2000 WASHTENAW",ANN ARBOR,,Hauck,"04 VD Area UM Campus South",734-665-9897
SFE,4781,046148,WILLOW RUN CAMPUS,"235 SPENCER LANE",YPSILANTI,YPSILANTI,Deedler,"Ypsilanti Community Schools",734-221-1216
SFE,4781,046158,AMERICAN LEGION POST 268,"44 WABASH ST",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 439-2170"
SFE,4781,047159,SALINE HIGH OUTDOOR CONCESSIONS,"1300 CAMPUS PARKWAY",SALINE,,Yet,"Saline Community Schools","734-401-4350"
SFE,4781,047160,NEW GRACE APOSTOLIC TEMPLE,"2898 PACKARD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-477-6888
SFE,4781,047162,CHRISTIAN'S CATERING,"45 TOLAN",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford","(734) 439-3663"
SFE,4781,047173,BUFFALO WILD WINGS,"205 S. STATE STREET",ANN ARBOR,,Sherwin,"Buffalo Wild Wings Chain",586-781-0591
SFE,4781,047424,AUBREE'S PIZZERA & TAVERN,"2120 - 2122 WHITTAKER ROAD",YPSILANTI,YPSILANTI,Pearson,"Aubree's Chain",734-483-1111
SFE,4781,048203,"SALINE AREA SENIOR COUNCIL, INC","7190 N. MAPLE RD",SALINE,,Yet,"07 CH Area Saline",734-429-9274
SFE,4781,048206,LOS AMIGOS,"2851 E. MICHIGAN AVENUE",YPSILANTI,YPSILANTI,Pearson,"Los Amigos Chain","(734) 480-3084"
SFE,4781,048212,"BROWN CHAPEL A.M.E. CHURCH","1043 W. MICHIGAN AVE",YPSILANTI,,Pearson,"18 CW Area Whittker & Mich Ave",734-482-7050
SFE,4781,049027,ANN ARBOR EAGLE #2154,"7881 JACKSON RD",ANN ARBOR,SCIO,Matranga,"16 CW Area Jackson, Zeeb, Lohr",734-424-9551
SFE,4781,049030,CHELSEA SCH SOFTBALL CONCESSIONS,"14138 E. OLD U.S. 12",CHELSEA,,Hansell,"Chelsea Community Schools",734-433-2201
SFE,4781,049616,HUNGRY WOLF,"20400 AUSTIN ROAD",MANCHESTER,MANCHESTER,Hauck,"08 CH Area Manchest & Briarwod","(734) 428-9380"
SFE,4781,049619,STAR'S CAFE,"2575 JACKSON ROAD",ANN ARBOR,,Hauck,"11 RS Area Stadium & Jackson",734-996-0299
SFE,4781,050087,JOYFUL HOUSE,"515 E. MICHIGAN AVENUE",SALINE,,Yet,"07 CH Area Saline",734-944-3197
SFE,4781,050088,PITA KABOB GRILL,"619 E. WILLIAM",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South","(734) 622-8082"
SFE,4781,050094,KYOCERA UNIMERCO TOOLING INC.,"6620 STATE RD.",SALINE,PITTSFIELD,Yet,"08 CH Area Manchest & Briarwod",734-944-4433
SFE,4781,050097,CHAN GARDEN,"2265 W. LIBERTY",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-222-8098
SFE,4781,050955,HONG KONG,"2339 ELLSWORTH RD",YPSILANTI,YPSILANTI,Hauck,"12 SM Area Dwntwn AA, Wash Ave",
SFE,4781,050961,JIMMY JOHN'S #9028,"2615 PLYMOUTH ROAD",ANN ARBOR,,Matranga,"Jimmy Johns Chain",734-930-2000
SFE,4781,050970,TOYOTA TECHNICAL CENTER,"1555 WOODRIDGE",ANN ARBOR,,Deedler,"Toyota",734-695-2901
SFE,4781,051327,MCDONALD'S #6332,"166 JAMES L. HART PARKWAY",YPSILANTI,YPSILANTI,Hauck,"McDonalds chain",734-485-4210
SFE,4781,051815,CARLYLE BAR & GRILL,"3660 JACKSON RD",ANN ARBOR,SCIO,Kamenec,"20 CY Area Packard & Eisenhowr",734-213-9800
SFE,4781,051817,LA FUENTE, INC,"1930 WHITTAKER RD",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-340-4111
SFE,4781,052117,WASHTENAW CHRISTIAN ACADEMY,"7200 MOON RD",SALINE,PITTSFIELD,Yet,"07 CH Area Saline",734-429-7733
SFE,4781,052393,VINOLOGY,"110 S. MAIN ST",ANN ARBOR,ANN ARBOR,Sherwin,"14 RS Area Main Street AA",734-222-9841
SFE,4781,052402,BLUE NILE,"221 E. WASHINGTON",ANN ARBOR,,Kamenec,"05 VD Area UM Campus Northwest",734-998-4746
SFE,4781,052866,RIVERSIDE INTERMEDIATE SCHOOL,"710 E. MAIN STREET",MANCHESTER,,Hansell,"Manchester Public Schools",734-428-9711
SFE,4781,052875,HAPPY'S PIZZA #12, INC,"612 E. MICHIGAN AVE",YPSILANTI,,Pearson,"Happy's Pizza Chain",734-485-0000
SFE,4781,052880,YPSILANTI MARRIOTT,"1275 S HURON ST",YPSILANTI,,Hauck,"06 CW Area Plymth Rd, Ypsi",734-487-2000
SFE,4781,052885,HUNGRY HOWIE'S,"1874 WHITTAKER ROAD",YPSILANTI,YPSILANTI,Matranga,"Hungry Howie chain",734-480-0400
SFE,4781,053068Z,BEWON,"3574 PLYMOUTH ROAD",ANN ARBOR,,,"",734-332-1004
SFE,4781,053069,BEN & JERRY'S HOMEMADE,"304 S. STATE STREET",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-665-4440
SFE,4781,053071,SWEETWATERS COFFEE & TEA,"407 N 5TH AVENUE",ANN ARBOR,ANN ARBOR,Matranga,"Sweetwater's chain",734-622-0084
SFE,4781,053267,JIMMY JOHNS GOURMET SANDWICHES #9027,"537 W. CROSS ST.",YPSILANTI,,Matranga,"Jimmy Johns Chain",734-484-2700
SFE,4781,054231,MR. PIZZA,"800 ECORSE RD",YPSILANTI,YPSILANTI,Hauck,"09 PB Area Milan & Ecorse/Ford",734-483-6900
SFE,4781,054238,WHITMORE LAKE HIGH SCHOOL KITCHEN,"7430 WHITMORE LAKE RD.",WHITMORE LAKE,NORTHFIELD,Yet,"Whitmore Lake Schools",734-449-4464
SFE,4781,054552,POPEYE'S CHICKEN,"200 BAKER RD",DEXTER,SCIO,Matranga,"Popeye's Chain",734-426-3951
SFE,4781,054554,ANN ARBOR PRESCHOOL & EARLY CHILDHOOD,"2725 BOARDWALK",ANN ARBOR,,Kamenec,"Ann Arbor Public Schools",734-994-2265
SFE,4781,054555,ANTHONY'S GOURMET PIZZA,"1508 N. MAPLE RD",ANN ARBOR,,Matranga,"Anthony's Gourmet Pizza",734-213-2500
SFE,4781,054557,GRAND TRAVERSE PIE COMPANY,"291 N ZEEB RD",ANN ARBOR,SCIO,Hauck,"16 CW Area Jackson, Zeeb, Lohr",734-997-9702
SFE,4781,054759,"WHITMORE LAKE H.S. OUTDOOR CONCESSION","7430 WHITMORE LAKE RD",WHITMORE LAKE,NORTHFIELD,Yet,"Whitmore Lake Schools",734-449-4464
SFE,4781,055018,"WHITMORE LAKE H.S. INDOOR CONCESSION","7430 WHITMORE LAKE RD",WHITMORE LAKE,NORTHFIELD,Yet,"Whitmore Lake Schools",734-449-4464
